ApplicationID:ID,Name,:LABEL
Aternity,6c55d16b0a0a3c250115bc2e59ef7e85,Application
Audit Inquiry,235d1ae50a0a3c25003a490d9e408779,Application
Auto Enroll,6c55d3820a0a3c2501dcad2b3bb4df6f,Application
Auto Enroll AICRC Extract Batch,99b75ecf30c6914478aa09ac9e71ac8b,Application
Auto Enroll Batch and Enrollment Services,a6abed7b6588bc84093f7431eb5dff1e,Application
Automated File Delivery,6c55d61e0a0a3c25002d2583f2858d21,Application
Available Reports Request Process Batch,f0f65dab21600580cd3b90193281c054,Application
Avaya Communication Manager,d39cc2312c9631401e22fa3cef9e24aa,Application
Avaya Interaction Center,6c55d8820a0a3c25013f55a199c69edf,Application
B2B Integration,0c1baa680a0a3c2501254f54591a1fe7,Application
Beneficiary Shared Services,6c55e1e30a0a3c250052efd2cd830563,Application
BICC Analytics Platform,3ac277be55aa94009f16f6585e9159e2,Application
BIT9,fb2873c72191c5c478aad7136643c860,Application
Bonaire,44027cc185eb45081e22301f4739b1bd,Application
BONUS,6c55ec390a0a3c250182c9f980c77ce2,Application
Box Management,fa0fb4d30a0a3c2501742c4433d49ff0,Application
Business Builder Service,21f262e44f2b1600b33bbfaf0310c701,Application
Business Objects - Enterprise,f1078e78195d0a80cb0406c37c9f882d,Application
Business Objects - State Street,a7c3011a0a0a3c75015134eaefdff4cf,Application
CA DevTest,e8f388dd7ccff100cb049bc4368deb61,Application
CA Release Automation,3c0344517c033500cb049bc4368debff,Application
CHIPS,31229bb20a0a3c7500597bf4d88cae87,Application
Claim Accumulation,6c56256d0a0a3c2500e33adbf8be58aa,Application
Claim Repository,6c5628270a0a3c25001f7435bd658083,Application
Claims Center,86ef7fe8183b7d00cb338a5abca3ac24,Application
Claims Journalization,6c562b380a0a3c2501bf8c41f8806d4c,Application
Claims Management,6c562c920a0a3c2500726d3f3bfd0d27,Application
ClaimVantage Claims,3b85faff4fbc1a4038065bad0210c76a,Application
ClearQuest Voya,63f3d5d70a0a3c7500693ef044d3cf83,Application
ClusterSeven,824fbfd3b544b100cd3b292fe90cf19a,Application
CMDB Reporting Db,739585464f67a200e52c605f0310c748,Application
CNB Policy Extraction,d84cf8f10a0a3c25011d8a0b2f54ffcd,Application
Cognizant Security Reporting,07b4bd104fbf0f0007cc5bad0210c778,Application
Collection Management System,6c563edc0a0a3c25013f841fdcff07fc,Application
Common New Business (CNB),6c56456a0a0a3c25013a9029a1f5d2c7,Application
Common Remitter,6c5647dc0a0a3c25013595885c451627,Application
Compliance Tracking & Reporting,6c564b320a0a3c250167851489516b8d,Application
Confirmation Java Batch,105c8bd00a0a3c2500757745d424b533,Application
Connector,6c5650760a0a3c250173f555ff6e1318,Application
Consent Service,099a73af0a0a3c75004b4896e06355af,Application
Conveyant Sentry - E911,bcc5c50a30d6558478aa09ac9e71aced,Application
Crestron Fusion,13eddf39c4df7500093f6b09afecb6f1,Application
CSW - DCAS,6c5662db0a0a3c2501e3ac33a33ec1fd,Application
CSW - Retail,6c56654f0a0a3c2501d1a70919918732,Application
ct1035 Administrator's Toolkit,d80802070a0a3c2501e71fb693ded8cf,Application
ct1035 Client,d80162c50a0a3c2500458b2509d5df4c,Application
ct1035 CRSS Update,d843bbfd0a0a3c25005941d6486f8e56,Application
ct1035 Import,d80dad490a0a3c2500cb97777387e315,Application
Customer - ODS,9149e9606f990200889d38103c3ee4be,Application
Customer Portal,6c566a740a0a3c25005ea445086c20b8,Application
Data Lake,9563442c4f118b80872a5bad0210c7c6,Application
Data Relationship Manager,b3d4fd56ffa7d040b15cfe5c157efe63,Application
Data Transfer,6c5676d40a0a3c2500fea9443f0b98ca,Application
DataAccess,1e9e53380a0a3c2500a012b04fe888ea,Application
Database Platform Infrastructure,e840111387dbdcc09f16c5a36c434d6b,Application
DataHub,27b80e6c25d94680093fb60fd99ceca7,Application
Datair,de3ec1d5954e704ccb3397678261b9c1,Application
DC Participant Services,6c567c6a0a0a3c2500ca9ab5f50ee8de,Application
DC Plan Services,6c567df40a0a3c25008987e3d4c0ce7f,Application
DCS - DSS,6c5683770a0a3c2501f05c91ac2b1702,Application
Direct Mail Batch,e8db86cd21a90184cd3b90193281c0f1,Application
Directory Synch Engine - Active Directory,0871d22c4f239600cfc9bfaf0310c780,Application
Directory Synch Engine - ISAM,a267784349c551c0cb049b5b1ac3db44,Application
DISBURSEMENT MANAGEMENT SYSTEM,6c5692950a0a3c2500cb4878f7378d7f,Application
DISBURSEMENT MANAGEMENT SYSTEM -IBSS,6c5693790a0a3c2501369947beeea2b2,Application
Doc Export,fa15511d0a0a3c2500b57e9e3efc1e2d,Application
DOCMAPS,6c5696220a0a3c2501c5213b9bd401b7,Application
DOCUMENT ARCHIVE,6c56980c0a0a3c250140291ee1c8f241,Application
Document eDelivery Web Service,8ea3a1d1b978a580cb3325963ef339d6,Application
Document Indexing Tool and Bar Code Print,fa1616950a0a3c250048a491396374a3,Application
Document Management Facility,6c5697110a0a3c2500418b84f2bdd254,Application
Docupace - Core BD,75036f570a0a3c25007b3bb5fde1386c,Application
DTCC ACATS,2e5cfe800a0a3c2501fcc7afd74048be,Application
DYNAMIC FORMS,6c56a66d0a0a3c250046d028c83edbee,Application
Dynamic Forms Webservice v2,d4bf72334fecee00b33bbfaf0310c7b5,Application
EASE OmniPlus,6c5871a80a0a3c250067ee2aa4ce275e,Application
EB Contracts,09ed7fd474f6d908cd3beac06b387cda,Application
EB DataMart & Reporting,6c56a9ac0a0a3c2500d12f31b7dc7146,Application
EB Reserves,6c57e0080a0a3c25006f805da8310403,Application
EB Triton,6dfcf34887df18809f16c5a36c434d03,Application
eCMS/CMS,6c56acd60a0a3c250102dfbae3993cb2,Application
Economic Capital Aggregation Tool,1e86eb7f515a5d44eab796c9af0ca37c,Application
EDelivery Annual Notify Extract yearly batch job,09676fc851e91140eab796c9af0ca3d7,Application
EDelivery Conversion,317dda0c096ee000cb33cf5992284d40,Application
EDelivery Customer Reports,367d124c096ee000cb33cf5992284dda,Application
EDelivery Web Services,6c56b25a0a0a3c250075e1c1eee795df,Application
EIP Annuities Hub,6c56bb4c0a0a3c2500aa4c29282aacd6,Application
EIP Fund Ops Hub,6c56bd640a0a3c2500e044fd1243f67a,Application
EIP Retail Life Hub,6c56bf640a0a3c25013f48a8c1f9aee0,Application
EIP Retirement Services Hub,6c56c10b0a0a3c250126cae33cfda462,Application
EIP SEC 22c-2 Data Feed,6c56c28a0a0a3c2500eb5034cf94caeb,Application
Electronic Loans Processing,6c56c5030a0a3c2501039d6da11f9738,Application
Electronic Participant Action,6c56c6110a0a3c25012d8646d937c2f9,Application
Email Master List,fc3e8ed278791c00da9ffaa67b067e03,Application
Employer Stop Loss,86f6ea0e4f01764081a9605f0310c761,Application
Enhanced Annual Plan Review,2e1bdc3d0a0a3c25006a74f32cfd3b04,Application
ENROLL BY INTERNET,6c56ca7a0a0a3c25005160cedea078c2,Application
Enroll By Internet Batch,4c658b65996f1904eab7ce8d04285ba5,Application
ENROLL BY PHONE,6c56cb910a0a3c25019249d3df61bad2,Application
Enrollment,fbbca96d49457100cb33390a39e69d11,Application
ENROLLMENT CENTER,6c56cd0c0a0a3c2500f4fbaede65c143,Application
Enterprise Data Analysis,372c4f264f111b0407cc5bad0210c747,Application
Enterprise Data Services,6c56ce770a0a3c2500bc2bb2371fcbbe,Application
Enterprise Delivery Office Database,77cfe93461f87100eab786195192b685,Application
Enterprise Messaging System,866f81304f892e80e52c605f0310c7be,Application
Enterprise Vault,354090ad0a0a3c750135edc709485615,Application
EPA Reports,fb3086e54f039e0038065bad0210c7ff,Application
Equity Builder,6c56d6970a0a3c25013d78c3295e3679,Application
ERISA Suite,7523b4650a0a3c25006d6940afa3dbc0,Application
ERISA Tracking Database,7908cb610a0a3c75014db66f31b1adf8,Application
ERISA Workstation (EWS) - MEP,63f5e1bf08b48d40eab75838af2bd5a5,Application
eSalesforceServices,2c5b94ad2c9b8d04093fdb32c319c1bd,Application
EUC,6c56e6800a0a3c2500dc612b86642670,Application
EWR,2313c83e4fc96a40b33bbfaf0310c79a,Application
EWR Daily Call Stat batch jobs,0397e8354f01da4038065bad0210c79a,Application
EWR Monthly batch jobs,9fe804bb853f4d881e22301f4739b15b,Application
EWR Prior Day Account Balance,e341c5dc4f5a5708fc414b901210c70f,Application
EWRScheduler,c0392ee321a80580cd3b90193281c0c7,Application
EWRServices,4b81170a4f2bcf04fc414b901210c756,Application
eyeShare,3b4e005a4fa44700872a5bad0210c7d6,Application
FasTracker,6c56ee370a0a3c2501fbac00049de926,Application
Fax Services,75390e530a0a3c250178d59e5ae3127d,Application
FCDS,6c56f0370a0a3c2501ce838b14964489,Application
FE Household Batch,ac832bff30b42800b15c7cf32cb4b9ee,Application
Fee Billing and Deduction,6c56f2650a0a3c2500a2644d0555f6cc,Application
Fee Disclosure - All Markets,4a7c1ebf5b4e9800da9f6cb43e425480,Application
FIA Hedging,6c56f3830a0a3c2501c0191169ca05f8,Application
File Request,fa22f51c0a0a3c2500138893a012ddb8,Application
FileOnQ,6c56f9d20a0a3c25013ba9ebc34c64a0,Application
Fillupload (Batch Proc C program),6429066330b86400b15c7cf32cb4b9fd,Application
Finance IT Database,42542f5ee9f2d908bcb8e26f7a0209db,Application
Flex Commission Service,6c57026f0a0a3c250198d5eb5092cc2d,Application
FMDB,f1a1db9a0a0a3c7501500abeb02310e5,Application
Foglight,7d17fc850a0a3c2501a848a526e06147,Application
Fortify 360,36b3f76a0a0a3c7501e6a6c2649aba6d,Application
Fortify SSC,7460ed564f7b4380ab155bad0210c7b2,Application
Fraud Event Monitoring,a3aeaf5a4f52d788ab155bad0210c770,Application
Fund Operations - Accounting,c397603cbcc582801e22bcd5946ebcc7,Application
Fund Operations - Admin Tool,6c57106c0a0a3c2501f4a9a17f7c93cf,Application
Fund Operations - Fixed MVA,dc9290a0c57e0580cb04a554b84bda06,Application
Fund Operations - Pricing,14a9d76b0a0a3c75018a06159c13c185,Application
Fund Operations - Share Recon,93ebacdfd93f2140eab756e00dab35dc,Application
Fund Operations - Statements,6c57119e0a0a3c2500fd3ab45c0ce1a5,Application
Fund Operations - TDM,009e840c4f332e0081a9605f0310c748,Application
Fund Operations - Trading,fe018214ffc21400da9f646d8b649db8,Application
Fund Operations - VALIDATION,89e408c64fe39600b33bbfaf0310c7d3,Application
Fund Operations - WIPS,6c5714670a0a3c25004a37b3dc35e049,Application
Fund Ops Web Service,579c93390a0a3c750013ae0ea1baac64,Application
Fund Performance Generator,57983e950a0a3c750059a67872fce701,Application
Fund Performance System,6c5716320a0a3c2500b38a4404cc158b,Application
FundOps - Services,1d0daac44fdaf640e52c605f0310c7a3,Application
FundOps Admin Tool Pricing Admin,14b1d8b80a0a3c7500cf78667bb50461,Application
FundOps Pricing Batch,14b171c70a0a3c750001ec792b800d44,Application
FundOps Pricing Data Movement,14af38250a0a3c7501bff0eb44f54809,Application
FundOps Pricing Web,14b1a1d80a0a3c7500056902bafab012,Application
GARWin,6c5719850a0a3c2501d051ba31ca4636,Application
GARWin 2,6c571b4b0a0a3c2501cb69ae80a345fe,Application
GARWin JMT,bc3e64d50a0a3c25016766406e11fce2,Application
Garwin Security,2e5b112e0a0a3c25011fd5e03b2a2f30,Application
Genesys Administrator,4a3dfd074f6dfe04cfc9bfaf0310c736,Application
Genesys Black Chair Spotlight,9b8cd7404ff62e4438065bad0210c743,Application
Genesys Call Routing,ceea03204f386240b33bbfaf0310c76d,Application
Genesys Environment,cfe193e54fc09e0003224b901210c71b,Application
Genesys eServices (chat and email),567b07ac4fb82a0081a9605f0310c78f,Application
Genesys Gplus Integration to NICE WFM,ce7b07ac4fb82a0081a9605f0310c76d,Application
Genesys Historical Reporting with Info Mart,310b8f6c4fb82a0081a9605f0310c78a,Application
Genesys Interaction Recording,100b4f6c4fb82a0081a9605f0310c7df,Application
Genesys Interactive Insights Analytics (GI2),d50b8f6c4fb82a0081a9605f0310c781,Application
Genesys IVR Employee Benefits,b99a11494f1b570466f5bfaf0310c727,Application
"Genesys IVR Life, TSA Wrapper",b7ba9d724f670b4407cc5bad0210c7de,Application
"Genesys IVR Life, TSA, PS",f99a11494f1b570466f5bfaf0310c733,Application
Genesys IVR with SpeechStorm,d97b43ac4fb82a0081a9605f0310c702,Application
Genesys Life IVR PIN Mailer,9fb1b12e4ffb878007cc5bad0210c797,Application
Genesys Log File Management Tool,30abd74c4f3aae44f6bd4b901210c7ac,Application
Genesys Outbound Contact Solution,4bea03204f386240b33bbfaf0310c78c,Application
Genesys Real-Time Reporting with Pulse,2aea03204f386240b33bbfaf0310c776,Application
Genesys SIP Voice Solution,d5ea03204f386240b33bbfaf0310c762,Application
Genesys Survey Solution,a57b07ac4fb82a0081a9605f0310c765,Application
Genesys Work Bench,465857084f7a6604872a5bad0210c7aa,Application
Genesys Work Space Desktop Edition  (Thick Client),490b8f6c4fb82a0081a9605f0310c753,Application
Genex   eInfo,5ca8ae66879318c09f16c5a36c434d7c,Application
Genex - AddPlans,db01ccf96529f080093f7431eb5dff88,Application
GENEX - EaseformsProcess,c659551c6f5a4200889d38103c3ee4b7,Application
Genex - eCalc,27a866a6879318c09f16c5a36c434d42,Application
Genex - eInfoDFM,86e2563e30c2514478aa09ac9e71ac69,Application
Genex - einfoQDRO,1ea9f4e625604640093fb60fd99cec31,Application
GENEX - eInfoSpn,c055d006a11f6000cb046ac47a1e8a51,Application
GENEX - eInfoTpa,925414c2a11f6000cb046ac47a1e8a6d,Application
Genex - eKbase,93a8eaa6879318c09f16c5a36c434dd6,Application
GENEX - espnwsp Sponsor Workspace,aceab371a19b6000cb046ac47a1e8a13,Application
Genex - iAdmin Content Management Tool,3597aa22879318c09f16c5a36c434d9a,Application
Genex - iAdminDFM Content Management Tool,d112daba30c2514478aa09ac9e71acf2,Application
Genex - iAdminQDRO Content Management Tool,2b1978a625604640093fb60fd99cec8a,Application
Genex - iAdminSpn Content Management Tool,d1816d2f345368c01e222d26f8923626,Application
Genex - iAdminTpa Content Management Tool,c42b004aa1db6000cb046ac47a1e8aa5,Application
Genex - ProcessMROData,22bb571670f44640cb33c0ef60d30d86,Application
Genex - rsInfo,a7a86e66879318c09f16c5a36c434d44,Application
Genex-GenericEnrollment,f57e57da34b03c4c1e222d26f892365c,Application
Genex-ProcessSharedPlans_PlanImportProcess,4581a75e34b03c4c1e222d26f8923681,Application
Genex-ProcessSharedPlans_PTL,b883a35234f03c4c1e222d26f89236fa,Application
GoldMine - Horizons DB (Business Objects),6c5727950a0a3c2501159db37a68f636,Application
Groupbill,6c572e630a0a3c250164312a968dc733,Application
HCM Archive Database,cf616c02a9bca9c01e22258c8f59f476,Application
HP Network Automation,c1c575920a0a3c750113d08cbfae7781,Application
Hyperion Essbase,fca2e88f0a0a3c7501c6015d6b4421c7,Application
Hyperion Essbase   HFM Staging,8e486884bdb661801e22f15003198934,Application
Hyperion Essbase - Actual Position,fc890a380a0a3c7501840213a46e409b,Application
Hyperion Essbase - EXP Report,fcaf06ec0a0a3c75005c28724058ba42,Application
Hyperion Essbase - TopCase,19d6fca3ff896800b15cfe5c157efee6,Application
Hyperion Essbase - Value Reporting Repository,4454d53b87ff50009f16c5a36c434d22,Application
Hyperion Financial Data Quality Management,ffae436e0a0a3c7500f17a9967f8a290,Application
Hyperion Financial Management,ffa890800a0a3c7500215397002ce91e,Application
Hyperion Intelligence,af03fca30a0a3c2501fbc82665db3439,Application
Hyperion Planning,26263b180a0a3c75000167c71cc0a4d7,Application
Hyperion Planning - Budget Forecast,262222400a0a3c7501ae7e602ae3936e,Application
Hyperion Planning - Income Allocation,30a9224dff7a5400b15cfe5c157efe99,Application
Hyperion Reporting,261b5de80a0a3c75009bc9396a44d885,Application
IA Remit,3fa21a1c21de050ccd3b90193281c048,Application
IBM Control Center,b22440334fc85384ab155bad0210c7b8,Application
ICT - Individual Claims Tracking,6c5762310a0a3c2500008c7d8e6f7816,Application
IFA - Agent Book of Business,6c5763850a0a3c2501e5de76a9a29a78,Application
Image 2 Image,6c577ba60a0a3c250081748c6b4257fa,Application
Imaging and Workflow for Employee Benefits,6c56aabb0a0a3c2500973c6f99f34f68,Application
Imaging Incoming Batch Processor,611ed675b9c929c0cb3325963ef33908,Application
Imaging Policy Transact,24a10c325077e50078aa77b32f395417,Application
Imaging Reporting,fa509e480a0a3c250094ca706d508e19,Application
Individual Retirement Sales Reporting,6c573dcf0a0a3c2500b0b616eabc7db4,Application
Informatica Data Quality,f96f550a4f5f5200cfc9bfaf0310c7e1,Application
Informatica INFA1,249f2e086f8a82001469e2300b3ee42c,Application
Informatica INFA2,e5c8f5eb4f8ca640e52c605f0310c7cc,Application
Informatica INFA3,6d3b069a4feb7ec0872a5bad0210c75b,Application
Informatica INFA4,19f4f6924fafbec0f6bd4b901210c7ff,Application
Infosys Automation Platform,fd6db0a54fb31e00e52c605f0310c7a9,Application
Initiate Request Batch,3ba782c521a90184cd3b90193281c092,Application
Initiate Requests Web Service,2362eb400a0a3c25001464c12e30ae8a,Application
IPAS,724f403e9407e1001e229bcf1b3dc732,Application
iProcess,af0542640a0a3c2500214fe4bc7e2446,Application
IPS/EASE DC IVR,6c57c9c40a0a3c2500c55efcc5c07d54,Application
IRAP,6c57c2c60a0a3c2500c66985ed4a4bd6,Application
IRM Input DB,6faa6bde870020409f16c5a36c434d88,Application
IVR Survey,440430840a0a3c750081d84b5fbb4aa2,Application
JFROG Artifactory,5091251b6f29ce00889d38103c3ee431,Application
Ledger Assignment,6c57d5db0a0a3c25017cba35591097ee,Application
LexisNexis Bridger Insight XG,ce571a9e78791c00da9ffaa67b067e71,Application
Life Claims GLCS,6c57daaa0a0a3c2500a1d28e9e6f078f,Application
Life Data Mart & Reporting,68b19d83e9d6d184bcb8e26f7a020960,Application
LIFECAD,6c57e2290a0a3c2500faff5c9c3b9db7,Application
LifeServiceCenter,9b1444ce0a0a3c7501f2a82df103a083,Application
Lightweight Directory Services Internal SSO,31834ab6f00da904093fb2cf0981046c,Application
Loan Services,6c57e98b0a0a3c250051e0d29f2096bc,Application
Login Ownership Tracking,48fd7ba16529f080093f7431eb5dff65,Application
LStar,6c57f07c0a0a3c2500ba9f81bf4f3e1e,Application
MailIT,6c57f59a0a0a3c2500ccc2302bbe0a20,Application
MailIT Annual Notify Load yearly batch job,c048270851e91140eab796c9af0ca343,Application
MailIT Daily DB Archive batch job,f52ab3524f133e4038065bad0210c738,Application
MailIT daily ECOR reports,8a48f13459e6f540cb3306b0f8f24a98,Application
Managed Accounts,126b1de7f10e6400cb338f672d9c05e9,Application
MAX,6c58003b0a0a3c25004f90a20eba5189,Application
MAX IDS,6c5801f00a0a3c2500802fb816ac8ea0,Application
Medical Underwriting Workflow,a460c2d25d7fb880093f80f00f03efe2,Application
Metrics Portal,9d7aca9d305d110078aa09ac9e71ac0f,Application
Microsoft Assessment and Planning Toolkit,35b55caa4fe48700f6bd4b901210c7df,Application
Microsoft Bitlocker Administration & Monitoring,2acb9f1ee8a32900cd3b009744d1f538,Application
MidasDB,dae00d774fdc2a00b33bbfaf0310c701,Application
Minot Life and Annuity VRU,6c5814d70a0a3c2500fcd4397d36564f,Application
MIS REPORTING & EXTRACTS,6c5816ee0a0a3c2500c2002128119c40,Application
Mobility Platform,e307180e4f4cd60038065bad0210c756,Application
Money Out,6c5824900a0a3c2500959ddb5c11d042,Application
Morningstar Incoming Batch Transactions (Quincy IPS version),3f401a2b30b86400b15c7cf32cb4b92c,Application
Morningstar Plan Batch (Quincy IPS version),3640d22b30b86400b15c7cf32cb4b972,Application
Morningstar PPT Batch (Quincy IPS version),513fc22b30b86400b15c7cf32cb4b942,Application
MUW Batch Processing (GIW),fa272cb40a0a3c2501c811cb662a0519,Application
MUW CS Tables (VB app),fa284e790a0a3c250040f2eb05ac018c,Application
MUW UW Worksheet,adc00b7ae53ab500cb339279029ed3fb,Application
myOrangeMoney,5fa52f4174865dc0cd3beac06b387c6f,Application
MyRetirement Overview,6c5833130a0a3c25012797de84888a4a,Application
MyVoya,51b844fc25898e40093fb60fd99cec5c,Application
MyVoya-Data,e609c4f819010280cb0406c37c9f8879,Application
MyVoyaIVR,0e8fb44d4f1f0a00f6bd4b901210c79e,Application
NCOA - VIPS,f4ca12014fb6d600f6bd4b901210c75c,Application
New Business Messaging,6c5846d80a0a3c25018ec658452d62fb,Application
NICE Perform 4.1 Current,bb411a3265d1b400093f7431eb5dffd6,Application
Nice Perform 4.1 Historical Playback,24ba36763003198878aa09ac9e71ac8e,Application
Non Personal ID Solution,3732c965cc88f100bcb88af21d479d7f,Application
Northern Transaction Maintenance,6210e3e531c54504bcb8a915bd745944,Application
Notification Service,099ab2c40a0a3c75019750babff8b157,Application
NSCC Configurator,792e304a0a0a3c250026a2934b6fbc82,Application
Oasis,6c5858320a0a3c2501d6cf6d74aaddf4,Application
OASIS FUND TRANSFER,6c5859450a0a3c2500401e84349f303d,Application
Offering Service,099a94970a0a3c750167fcd0ceb7e890,Application
OFSAA - OIDF,5182fc354fa42e00b33bbfaf0310c744,Application
OLTP ACH LoanPayoff,9b0089c165bf2c04093f7431eb5dff4a,Application
OLTP ADMIN load Daily batch job,17df1acd2c8679001e22fa3cef9e241c,Application
OLTP Daily DB reports,7f8c4add154a7900cb046d02174199bc,Application
OLTP Daily DB updates batch jobs,6e48e5fc092af500093f6a480cd07a48,Application
OLTP FastPath Load daily batch job,b486043b853f4d881e22301f4739b176,Application
OLTP GMR Daily extract batch job,c4ef9acd2c8679001e22fa3cef9e24c4,Application
OLTP OLRAP Purge daily batch job,18b7af0585e6c5001e22301f4739b109,Application
OLTP Purge and Archive Monthly batch jobs,3095ccb7853f4d881e22301f4739b1e7,Application
OLTP SMA load daily batch job,bde6c83b853f4d881e22301f4739b1aa,Application
OLTP VENDOR load daily batch job,90b7cc7b853f4d881e22301f4739b1f5,Application
OMNI OLTP Load Batch,5e0e5110d025f900093f651bdb78ccdc,Application
OmniCash Client Reporting,6c586c530a0a3c25014afb274dfdcf62,Application
OmniPlus - Somerset,6c5870a00a0a3c2501346d37c25ae79a,Application
OmniPlus - VIPS,6c586f9d0a0a3c25016dc1c4c16bac61,Application
Online Services Client Reporting,6c587ab00a0a3c2501e7199cc931e99c,Application
Online Services Core Enrollment,6c587d240a0a3c25003b83f9ded27c89,Application
Online Services eBeneficiary Management,d4cc9920c566c100cb04a554b84bdafa,Application
Online Services EOI,760c97930a0a3c2501c813c7d87d413d,Application
Online Services EOI Batch Processing (GEN),b34152524f699a80f6bd4b901210c72f,Application
Online Services eReports,7d3e002ca1f2bc44cb046ac47a1e8a0e,Application
Online Services File Depot,ee4de0b04f315200f6bd4b901210c7a1,Application
Online Services Security,6c5880850a0a3c2500ff9a323bf2e3e0,Application
Operations L&D Training Project Database,34ffad57d9336140eab756e00dab35a1,Application
Oracle Business Intelligence,3dd47d16ffa7d040b15cfe5c157efe38,Application
Oracle Document Capture,fa3ed03a0a0a3c25011f35e42a5b3ae5,Application
Oracle Document Capture Commit Server,fa4008b80a0a3c2501c6dfd5536729f2,Application
Oracle Document Capture Import Server,fa40ee5c0a0a3c2501af3c3bba780948,Application
Oracle Document Capture Recognition Server,fa41a8b50a0a3c2500fcdee55c1435a2,Application
Oracle I/PM,fa429ea10a0a3c2500853416cb53f059,Application
Oracle Identity Analytics,7fd0f03a0a0a3c7500922cffeb614ca7,Application
Oracle Identity Manager,6c5886d40a0a3c250136a4e82e8159a7,Application
Oracle Web Center Capture POC & Conversion,55bd0e284f0f0200f6bd4b901210c7f4,Application
Oracle Web Center Imaging POC & Conversion,1dbd02684f0f0200f6bd4b901210c7c4,Application
Orange Mart RR Score Calculator,ee42eac64fdecfc4ab155bad0210c71b,Application
Orange-Mart,8e8384a1e91f51c8bcb8e26f7a02093b,Application
Orange-Mart-BO-Reporting,da25c4e1e91f51c8bcb8e26f7a020990,Application
Overpayment Tracking System,6c588c850a0a3c25016e8d3b2eb2a736,Application
PAIS,6c589eb80a0a3c250122b7bf08f06961,Application
PARADISE,6c58a68d0a0a3c2500eb11d178e1e161,Application
