:START_ID,role,:END_ID,:TYPE
28,Owns,1109,Owns
28,Owns,1110,Owns
28,Owns,1111,Owns
29,Owns,1112,Owns
29,Owns,1113,Owns
29,Owns,1114,Owns
29,Owns,1115,Owns
30,Owns,1116,Owns
30,Owns,1117,Owns
30,Owns,1118,Owns
30,Owns,1119,Owns
31,Owns,1120,Owns
31,Owns,1121,Owns
31,Owns,1122,Owns
31,Owns,1123,Owns
32,Owns,1124,Owns
32,Owns,1125,Owns
32,Owns,1126,Owns
32,Owns,1127,Owns
33,Owns,1128,Owns
33,Owns,1129,Owns
33,Owns,1130,Owns
33,Owns,1131,Owns
34,Owns,1132,Owns
34,Owns,1133,Owns
34,Owns,1134,Owns
34,Owns,1135,Owns
35,Owns,1136,Owns
35,Owns,1137,Owns
35,Owns,1138,Owns
35,Owns,1139,Owns
36,Owns,1140,Owns
36,Owns,1141,Owns
36,Owns,1142,Owns
36,Owns,1143,Owns
37,Owns,1144,Owns
37,Owns,1145,Owns
37,Owns,1146,Owns
37,Owns,1147,Owns
38,Owns,1148,Owns
38,Owns,1149,Owns
38,Owns,1150,Owns
38,Owns,1151,Owns
39,Owns,1152,Owns
39,Owns,1153,Owns
39,Owns,1154,Owns
39,Owns,1155,Owns
40,Owns,1156,Owns
40,Owns,1157,Owns
40,Owns,1158,Owns
40,Owns,1159,Owns
41,Owns,1160,Owns
41,Owns,1161,Owns
41,Owns,1162,Owns
41,Owns,1163,Owns
42,Owns,1164,Owns
42,Owns,1165,Owns
42,Owns,1166,Owns
42,Owns,1167,Owns
43,Owns,1168,Owns
43,Owns,1169,Owns
43,Owns,1170,Owns
43,Owns,1171,Owns
44,Owns,1172,Owns
44,Owns,1173,Owns
44,Owns,1174,Owns
44,Owns,1175,Owns
45,Owns,1176,Owns
45,Owns,1177,Owns
45,Owns,1178,Owns
45,Owns,1179,Owns
46,Owns,1180,Owns
46,Owns,1181,Owns
46,Owns,1182,Owns
46,Owns,1183,Owns
47,Owns,1184,Owns
47,Owns,1185,Owns
47,Owns,1186,Owns
47,Owns,1187,Owns
48,Owns,1188,Owns
48,Owns,1189,Owns
48,Owns,1190,Owns
48,Owns,1191,Owns
49,Owns,1192,Owns
49,Owns,1193,Owns
49,Owns,1194,Owns
49,Owns,1195,Owns
50,Owns,1196,Owns
50,Owns,1197,Owns
50,Owns,1198,Owns
50,Owns,1199,Owns
51,Owns,1200,Owns
51,Owns,1201,Owns
51,Owns,1202,Owns
51,Owns,1203,Owns
52,Owns,1204,Owns
52,Owns,1205,Owns
52,Owns,1206,Owns
52,Owns,1207,Owns
53,Owns,1208,Owns
53,Owns,1209,Owns
53,Owns,1210,Owns
53,Owns,1211,Owns
54,Owns,1212,Owns
54,Owns,1213,Owns
54,Owns,1214,Owns
54,Owns,1215,Owns
55,Owns,1216,Owns
55,Owns,1217,Owns
55,Owns,1218,Owns
55,Owns,1219,Owns
56,Owns,1220,Owns
56,Owns,1221,Owns
56,Owns,1222,Owns
56,Owns,1223,Owns
57,Owns,1224,Owns
57,Owns,1225,Owns
57,Owns,1226,Owns
57,Owns,1227,Owns
58,Owns,1228,Owns
58,Owns,1229,Owns
58,Owns,1230,Owns
58,Owns,1231,Owns
59,Owns,1232,Owns
59,Owns,1233,Owns
59,Owns,1234,Owns
59,Owns,1235,Owns
60,Owns,1236,Owns
60,Owns,1237,Owns
60,Owns,1238,Owns
60,Owns,1239,Owns
61,Owns,1240,Owns
61,Owns,1241,Owns
61,Owns,1242,Owns
61,Owns,1243,Owns
62,Owns,1244,Owns
62,Owns,1245,Owns
62,Owns,1246,Owns
62,Owns,1247,Owns
63,Owns,1248,Owns
63,Owns,1249,Owns
63,Owns,1250,Owns
63,Owns,1251,Owns
64,Owns,1252,Owns
64,Owns,1253,Owns
64,Owns,1254,Owns
64,Owns,1255,Owns
65,Owns,1256,Owns
65,Owns,1257,Owns
65,Owns,1258,Owns
65,Owns,1259,Owns
66,Owns,1260,Owns
66,Owns,1261,Owns
66,Owns,1262,Owns
66,Owns,1263,Owns
67,Owns,1264,Owns
67,Owns,1265,Owns
67,Owns,1266,Owns
67,Owns,1267,Owns
68,Owns,1268,Owns
68,Owns,1269,Owns
68,Owns,1270,Owns
68,Owns,1271,Owns
69,Owns,1272,Owns
69,Owns,1273,Owns
69,Owns,1274,Owns
69,Owns,1275,Owns
70,Owns,1276,Owns
70,Owns,1277,Owns
70,Owns,1278,Owns
70,Owns,1279,Owns
71,Owns,1280,Owns
71,Owns,1281,Owns
71,Owns,1282,Owns
71,Owns,1283,Owns
72,Owns,1284,Owns
72,Owns,1285,Owns
72,Owns,1286,Owns
72,Owns,1287,Owns
73,Owns,1288,Owns
73,Owns,1289,Owns
73,Owns,1290,Owns
73,Owns,1291,Owns
74,Owns,1292,Owns
74,Owns,1293,Owns
74,Owns,1294,Owns
74,Owns,1295,Owns
75,Owns,1296,Owns
75,Owns,1297,Owns
75,Owns,1298,Owns
75,Owns,1299,Owns
76,Owns,1300,Owns
76,Owns,1301,Owns
76,Owns,1302,Owns
76,Owns,1303,Owns
77,Owns,1304,Owns
77,Owns,1305,Owns
77,Owns,1306,Owns
77,Owns,1307,Owns
78,Owns,1308,Owns
78,Owns,1309,Owns
78,Owns,1310,Owns
78,Owns,1311,Owns
79,Owns,1312,Owns
79,Owns,1313,Owns
79,Owns,1314,Owns
79,Owns,1315,Owns
80,Owns,1316,Owns
80,Owns,1317,Owns
80,Owns,1318,Owns
80,Owns,1319,Owns
81,Owns,1320,Owns
81,Owns,1321,Owns
81,Owns,1322,Owns
81,Owns,1323,Owns
82,Owns,1324,Owns
82,Owns,1325,Owns
82,Owns,1326,Owns
82,Owns,1327,Owns
83,Owns,1328,Owns
83,Owns,1329,Owns
83,Owns,1330,Owns
83,Owns,1331,Owns
84,Owns,1332,Owns
84,Owns,1333,Owns
84,Owns,1334,Owns
84,Owns,1335,Owns
85,Owns,1336,Owns
85,Owns,1337,Owns
85,Owns,1338,Owns
85,Owns,1339,Owns
86,Owns,1340,Owns
86,Owns,1341,Owns
86,Owns,1342,Owns
86,Owns,1343,Owns
87,Owns,1344,Owns
87,Owns,1345,Owns
87,Owns,1346,Owns
87,Owns,1347,Owns
88,Owns,1348,Owns
88,Owns,1349,Owns
88,Owns,1350,Owns
88,Owns,1351,Owns
89,Owns,1352,Owns
89,Owns,1353,Owns
89,Owns,1354,Owns
89,Owns,1355,Owns
90,Owns,1356,Owns
90,Owns,1357,Owns
90,Owns,1358,Owns
90,Owns,1359,Owns
91,Owns,1360,Owns
91,Owns,1361,Owns
91,Owns,1362,Owns
91,Owns,1363,Owns
92,Owns,1364,Owns
92,Owns,1365,Owns
92,Owns,1366,Owns
92,Owns,1367,Owns
93,Owns,1368,Owns
93,Owns,1369,Owns
93,Owns,1370,Owns
93,Owns,1371,Owns
94,Owns,1372,Owns
94,Owns,1373,Owns
94,Owns,1374,Owns
94,Owns,1375,Owns
95,Owns,1376,Owns
95,Owns,1377,Owns
95,Owns,1378,Owns
95,Owns,1379,Owns
96,Owns,1380,Owns
96,Owns,1381,Owns
96,Owns,1382,Owns
96,Owns,1383,Owns
97,Owns,1384,Owns
97,Owns,1385,Owns
97,Owns,1386,Owns
97,Owns,1387,Owns
98,Owns,1388,Owns
98,Owns,1389,Owns
98,Owns,1390,Owns
98,Owns,1391,Owns
99,Owns,1392,Owns
99,Owns,1393,Owns
99,Owns,1394,Owns
99,Owns,1395,Owns
100,Owns,1396,Owns
100,Owns,1397,Owns
100,Owns,1398,Owns
100,Owns,1399,Owns
101,Owns,1400,Owns
101,Owns,1401,Owns
101,Owns,1402,Owns
101,Owns,1403,Owns
102,Owns,1404,Owns
102,Owns,1405,Owns
102,Owns,1406,Owns
102,Owns,1407,Owns
103,Owns,1408,Owns
103,Owns,1409,Owns
103,Owns,1410,Owns
103,Owns,1411,Owns
104,Owns,1412,Owns
104,Owns,1413,Owns
104,Owns,1414,Owns
104,Owns,1415,Owns
105,Owns,1416,Owns
105,Owns,1417,Owns
105,Owns,1418,Owns
105,Owns,1419,Owns
106,Owns,1420,Owns
106,Owns,1421,Owns
106,Owns,1422,Owns
106,Owns,1423,Owns
107,Owns,1424,Owns
107,Owns,1425,Owns
107,Owns,1426,Owns
107,Owns,1427,Owns
108,Owns,1428,Owns
108,Owns,1429,Owns
108,Owns,1430,Owns
108,Owns,1431,Owns
109,Owns,1432,Owns
109,Owns,1433,Owns
109,Owns,1434,Owns
109,Owns,1435,Owns
110,Owns,1436,Owns
110,Owns,1437,Owns
110,Owns,1438,Owns
110,Owns,1439,Owns
111,Owns,1440,Owns
111,Owns,1441,Owns
111,Owns,1442,Owns
111,Owns,1443,Owns
112,Owns,1444,Owns
112,Owns,1445,Owns
112,Owns,1446,Owns
112,Owns,1447,Owns
113,Owns,1448,Owns
113,Owns,1449,Owns
113,Owns,1450,Owns
113,Owns,1451,Owns
114,Owns,1452,Owns
114,Owns,1453,Owns
114,Owns,1454,Owns
114,Owns,1455,Owns
115,Owns,1456,Owns
115,Owns,1457,Owns
115,Owns,1458,Owns
115,Owns,1459,Owns
116,Owns,1460,Owns
116,Owns,1461,Owns
116,Owns,1462,Owns
116,Owns,1463,Owns
117,Owns,1464,Owns
117,Owns,1465,Owns
117,Owns,1466,Owns
117,Owns,1467,Owns
118,Owns,1468,Owns
118,Owns,1469,Owns
118,Owns,1470,Owns
118,Owns,1471,Owns
119,Owns,1472,Owns
119,Owns,1473,Owns
119,Owns,1474,Owns
119,Owns,1475,Owns
120,Owns,1476,Owns
120,Owns,1477,Owns
120,Owns,1478,Owns
120,Owns,1479,Owns
121,Owns,1480,Owns
121,Owns,1481,Owns
121,Owns,1482,Owns
121,Owns,1483,Owns
122,Owns,1484,Owns
122,Owns,1485,Owns
122,Owns,1486,Owns
122,Owns,1487,Owns
123,Owns,1488,Owns
123,Owns,1489,Owns
123,Owns,1490,Owns
123,Owns,1491,Owns
124,Owns,1492,Owns
124,Owns,1493,Owns
124,Owns,1494,Owns
124,Owns,1495,Owns
125,Owns,1496,Owns
125,Owns,1497,Owns
125,Owns,1498,Owns
125,Owns,1499,Owns
126,Owns,1500,Owns
126,Owns,1501,Owns
126,Owns,1502,Owns
126,Owns,1503,Owns
127,Owns,1504,Owns
127,Owns,1505,Owns
127,Owns,1506,Owns
127,Owns,1507,Owns
128,Owns,1508,Owns
128,Owns,1509,Owns
128,Owns,1510,Owns
128,Owns,1511,Owns
129,Owns,1512,Owns
129,Owns,1513,Owns
129,Owns,1514,Owns
129,Owns,1515,Owns
130,Owns,1516,Owns
130,Owns,1517,Owns
130,Owns,1518,Owns
130,Owns,1519,Owns
131,Owns,1520,Owns
131,Owns,1521,Owns
131,Owns,1522,Owns
131,Owns,1523,Owns
132,Owns,1524,Owns
132,Owns,1525,Owns
132,Owns,1526,Owns
132,Owns,1527,Owns
133,Owns,1528,Owns
133,Owns,1529,Owns
133,Owns,1530,Owns
133,Owns,1531,Owns
134,Owns,1532,Owns
134,Owns,1533,Owns
134,Owns,1534,Owns
134,Owns,1535,Owns
135,Owns,1536,Owns
135,Owns,1537,Owns
135,Owns,1538,Owns
135,Owns,1539,Owns
136,Owns,1540,Owns
136,Owns,1541,Owns
136,Owns,1542,Owns
136,Owns,1543,Owns
137,Owns,1544,Owns
137,Owns,1545,Owns
137,Owns,1546,Owns
137,Owns,1547,Owns
138,Owns,1548,Owns
138,Owns,1549,Owns
138,Owns,1550,Owns
138,Owns,1551,Owns
139,Owns,1552,Owns
139,Owns,1553,Owns
139,Owns,1554,Owns
139,Owns,1555,Owns
140,Owns,1556,Owns
140,Owns,1557,Owns
140,Owns,1558,Owns
140,Owns,1559,Owns
141,Owns,1560,Owns
141,Owns,1561,Owns
141,Owns,1562,Owns
141,Owns,1563,Owns
142,Owns,1564,Owns
142,Owns,1565,Owns
142,Owns,1566,Owns
142,Owns,1567,Owns
143,Owns,1568,Owns
143,Owns,1569,Owns
143,Owns,1570,Owns
143,Owns,1571,Owns
144,Owns,1572,Owns
144,Owns,1573,Owns
144,Owns,1574,Owns
144,Owns,1575,Owns
145,Owns,1576,Owns
145,Owns,1577,Owns
145,Owns,1578,Owns
145,Owns,1579,Owns
146,Owns,1580,Owns
146,Owns,1581,Owns
146,Owns,1582,Owns
146,Owns,1583,Owns
147,Owns,1584,Owns
147,Owns,1585,Owns
147,Owns,1586,Owns
147,Owns,1587,Owns
148,Owns,1588,Owns
148,Owns,1589,Owns
148,Owns,1590,Owns
148,Owns,1591,Owns
149,Owns,1592,Owns
149,Owns,1593,Owns
149,Owns,1594,Owns
149,Owns,1595,Owns
150,Owns,1596,Owns
150,Owns,1597,Owns
150,Owns,1598,Owns
150,Owns,1599,Owns
151,Owns,1600,Owns
151,Owns,1601,Owns
151,Owns,1602,Owns
151,Owns,1603,Owns
152,Owns,1604,Owns
152,Owns,1605,Owns
152,Owns,1606,Owns
152,Owns,1607,Owns
153,Owns,1608,Owns
153,Owns,1609,Owns
153,Owns,1610,Owns
153,Owns,1611,Owns
154,Owns,1612,Owns
154,Owns,1613,Owns
154,Owns,1614,Owns
154,Owns,1615,Owns
155,Owns,1616,Owns
155,Owns,1617,Owns
155,Owns,1618,Owns
155,Owns,1619,Owns
156,Owns,1620,Owns
156,Owns,1621,Owns
156,Owns,1622,Owns
156,Owns,1623,Owns
157,Owns,1624,Owns
157,Owns,1625,Owns
157,Owns,1626,Owns
157,Owns,1627,Owns
158,Owns,1628,Owns
158,Owns,1629,Owns
158,Owns,1630,Owns
158,Owns,1631,Owns
159,Owns,1632,Owns
159,Owns,1633,Owns
159,Owns,1634,Owns
159,Owns,1635,Owns
160,Owns,1636,Owns
160,Owns,1637,Owns
160,Owns,1638,Owns
160,Owns,1639,Owns
161,Owns,1640,Owns
161,Owns,1641,Owns
161,Owns,1642,Owns
161,Owns,1643,Owns
162,Owns,1644,Owns
162,Owns,1645,Owns
162,Owns,1646,Owns
162,Owns,1647,Owns
163,Owns,1648,Owns
163,Owns,1649,Owns
163,Owns,1650,Owns
163,Owns,1651,Owns
164,Owns,1652,Owns
164,Owns,1653,Owns
164,Owns,1654,Owns
164,Owns,1655,Owns
165,Owns,1656,Owns
165,Owns,1657,Owns
165,Owns,1658,Owns
165,Owns,1659,Owns
166,Owns,1660,Owns
166,Owns,1661,Owns
166,Owns,1662,Owns
166,Owns,1663,Owns
167,Owns,1664,Owns
167,Owns,1665,Owns
167,Owns,1666,Owns
167,Owns,1667,Owns
168,Owns,1668,Owns
168,Owns,1669,Owns
168,Owns,1670,Owns
168,Owns,1671,Owns
169,Owns,1672,Owns
169,Owns,1673,Owns
169,Owns,1674,Owns
169,Owns,1675,Owns
170,Owns,1676,Owns
170,Owns,1677,Owns
170,Owns,1678,Owns
170,Owns,1679,Owns
171,Owns,1680,Owns
171,Owns,1681,Owns
171,Owns,1682,Owns
171,Owns,1683,Owns
172,Owns,1684,Owns
172,Owns,1685,Owns
172,Owns,1686,Owns
172,Owns,1687,Owns
173,Owns,1688,Owns
173,Owns,1689,Owns
173,Owns,1690,Owns
173,Owns,1691,Owns
174,Owns,1692,Owns
174,Owns,1693,Owns
174,Owns,1694,Owns
174,Owns,1695,Owns
175,Owns,1696,Owns
175,Owns,1697,Owns
175,Owns,1698,Owns
175,Owns,1699,Owns
176,Owns,1700,Owns
176,Owns,1701,Owns
176,Owns,1702,Owns
176,Owns,1703,Owns
177,Owns,1704,Owns
177,Owns,1705,Owns
177,Owns,1706,Owns
177,Owns,1707,Owns
178,Owns,1708,Owns
178,Owns,1709,Owns
178,Owns,1710,Owns
178,Owns,1711,Owns
179,Owns,1712,Owns
179,Owns,1713,Owns
179,Owns,1714,Owns
179,Owns,1715,Owns
180,Owns,1716,Owns
180,Owns,1717,Owns
180,Owns,1718,Owns
180,Owns,1719,Owns
181,Owns,1720,Owns
181,Owns,1721,Owns
181,Owns,1722,Owns
181,Owns,1723,Owns
182,Owns,1724,Owns
182,Owns,1725,Owns
182,Owns,1726,Owns
182,Owns,1727,Owns
183,Owns,1728,Owns
183,Owns,1729,Owns
183,Owns,1730,Owns
183,Owns,1731,Owns
184,Owns,1732,Owns
184,Owns,1733,Owns
184,Owns,1734,Owns
184,Owns,1735,Owns
185,Owns,1736,Owns
185,Owns,1737,Owns
185,Owns,1738,Owns
185,Owns,1739,Owns
186,Owns,1740,Owns
186,Owns,1741,Owns
186,Owns,1742,Owns
186,Owns,1743,Owns
187,Owns,1744,Owns
187,Owns,1745,Owns
187,Owns,1746,Owns
187,Owns,1747,Owns
188,Owns,1748,Owns
188,Owns,1749,Owns
188,Owns,1750,Owns
188,Owns,1751,Owns
189,Owns,1752,Owns
189,Owns,1753,Owns
189,Owns,1754,Owns
189,Owns,1755,Owns
190,Owns,1756,Owns
190,Owns,1757,Owns
190,Owns,1758,Owns
190,Owns,1759,Owns
191,Owns,1760,Owns
191,Owns,1761,Owns
191,Owns,1762,Owns
191,Owns,1763,Owns
192,Owns,1764,Owns
192,Owns,1765,Owns
192,Owns,1766,Owns
192,Owns,1767,Owns
193,Owns,1768,Owns
193,Owns,1769,Owns
193,Owns,1770,Owns
193,Owns,1771,Owns
194,Owns,1772,Owns
194,Owns,1773,Owns
194,Owns,1774,Owns
194,Owns,1775,Owns
195,Owns,1776,Owns
195,Owns,1777,Owns
195,Owns,1778,Owns
195,Owns,1779,Owns
196,Owns,1780,Owns
196,Owns,1781,Owns
196,Owns,1782,Owns
196,Owns,1783,Owns
197,Owns,1784,Owns
197,Owns,1785,Owns
197,Owns,1786,Owns
197,Owns,1787,Owns
198,Owns,1788,Owns
198,Owns,1789,Owns
198,Owns,1790,Owns
198,Owns,1791,Owns
199,Owns,1792,Owns
199,Owns,1793,Owns
199,Owns,1794,Owns
199,Owns,1795,Owns
200,Owns,1796,Owns
200,Owns,1797,Owns
200,Owns,1798,Owns
200,Owns,1799,Owns
201,Owns,1800,Owns
201,Owns,1801,Owns
201,Owns,1802,Owns
201,Owns,1803,Owns
202,Owns,1804,Owns
202,Owns,1805,Owns
202,Owns,1806,Owns
202,Owns,1807,Owns
203,Owns,1808,Owns
203,Owns,1809,Owns
203,Owns,1810,Owns
203,Owns,1811,Owns
204,Owns,1812,Owns
204,Owns,1813,Owns
204,Owns,1814,Owns
204,Owns,1815,Owns
205,Owns,1816,Owns
205,Owns,1817,Owns
205,Owns,1818,Owns
205,Owns,1819,Owns
206,Owns,1820,Owns
206,Owns,1821,Owns
206,Owns,1822,Owns
206,Owns,1823,Owns
207,Owns,1824,Owns
207,Owns,1825,Owns
207,Owns,1826,Owns
207,Owns,1827,Owns
208,Owns,1828,Owns
208,Owns,1829,Owns
208,Owns,1830,Owns
208,Owns,1831,Owns
209,Owns,1832,Owns
209,Owns,1833,Owns
209,Owns,1834,Owns
209,Owns,1835,Owns
210,Owns,1836,Owns
210,Owns,1837,Owns
210,Owns,1838,Owns
210,Owns,1839,Owns
211,Owns,1840,Owns
211,Owns,1841,Owns
211,Owns,1842,Owns
211,Owns,1843,Owns
212,Owns,1844,Owns
212,Owns,1845,Owns
212,Owns,1846,Owns
212,Owns,1847,Owns
213,Owns,1848,Owns
213,Owns,1849,Owns
213,Owns,1850,Owns
213,Owns,1851,Owns
214,Owns,1852,Owns
214,Owns,1853,Owns
214,Owns,1854,Owns
214,Owns,1855,Owns
215,Owns,1856,Owns
215,Owns,1857,Owns
215,Owns,1858,Owns
215,Owns,1859,Owns
216,Owns,1860,Owns
216,Owns,1861,Owns
216,Owns,1862,Owns
216,Owns,1863,Owns
217,Owns,1864,Owns
217,Owns,1865,Owns
217,Owns,1866,Owns
217,Owns,1867,Owns
218,Owns,1868,Owns
218,Owns,1869,Owns
218,Owns,1870,Owns
218,Owns,1871,Owns
219,Owns,1872,Owns
219,Owns,1873,Owns
219,Owns,1874,Owns
219,Owns,1875,Owns
220,Owns,1876,Owns
220,Owns,1877,Owns
220,Owns,1878,Owns
220,Owns,1879,Owns
221,Owns,1880,Owns
221,Owns,1881,Owns
221,Owns,1882,Owns
221,Owns,1883,Owns
222,Owns,1884,Owns
222,Owns,1885,Owns
222,Owns,1886,Owns
222,Owns,1887,Owns
223,Owns,1888,Owns
223,Owns,1889,Owns
223,Owns,1890,Owns
223,Owns,1891,Owns
224,Owns,1892,Owns
224,Owns,1893,Owns
224,Owns,1894,Owns
224,Owns,1895,Owns
225,Owns,1896,Owns
225,Owns,1897,Owns
225,Owns,1898,Owns
225,Owns,1899,Owns
226,Owns,1900,Owns
226,Owns,1901,Owns
226,Owns,1902,Owns
226,Owns,1903,Owns
227,Owns,1904,Owns
227,Owns,1905,Owns
227,Owns,1906,Owns
227,Owns,1907,Owns
228,Owns,1908,Owns
228,Owns,1909,Owns
228,Owns,1910,Owns
228,Owns,1911,Owns
229,Owns,1912,Owns
229,Owns,1913,Owns
229,Owns,1914,Owns
229,Owns,1915,Owns
230,Owns,1916,Owns
230,Owns,1917,Owns
230,Owns,1918,Owns
230,Owns,1919,Owns
231,Owns,1920,Owns
231,Owns,1921,Owns
231,Owns,1922,Owns
231,Owns,1923,Owns
232,Owns,1924,Owns
232,Owns,1925,Owns
232,Owns,1926,Owns
232,Owns,1927,Owns
233,Owns,1928,Owns
233,Owns,1929,Owns
233,Owns,1930,Owns
233,Owns,1931,Owns
234,Owns,1932,Owns
234,Owns,1933,Owns
234,Owns,1934,Owns
234,Owns,1935,Owns
235,Owns,1936,Owns
235,Owns,1937,Owns
235,Owns,1938,Owns
235,Owns,1939,Owns
236,Owns,1940,Owns
236,Owns,1941,Owns
236,Owns,1942,Owns
236,Owns,1943,Owns
237,Owns,1944,Owns
237,Owns,1945,Owns
237,Owns,1946,Owns
237,Owns,1947,Owns
238,Owns,1948,Owns
238,Owns,1949,Owns
238,Owns,1950,Owns
238,Owns,1951,Owns
239,Owns,1952,Owns
239,Owns,1953,Owns
239,Owns,1954,Owns
239,Owns,1955,Owns
240,Owns,1956,Owns
240,Owns,1957,Owns
240,Owns,1958,Owns
240,Owns,1959,Owns
241,Owns,1960,Owns
241,Owns,1961,Owns
241,Owns,1962,Owns
241,Owns,1963,Owns
242,Owns,1964,Owns
242,Owns,1965,Owns
242,Owns,1966,Owns
242,Owns,1967,Owns
243,Owns,1968,Owns
243,Owns,1969,Owns
243,Owns,1970,Owns
243,Owns,1971,Owns
244,Owns,1972,Owns
244,Owns,1973,Owns
244,Owns,1974,Owns
244,Owns,1975,Owns
245,Owns,1976,Owns
245,Owns,1977,Owns
245,Owns,1978,Owns
245,Owns,1979,Owns
246,Owns,1980,Owns
246,Owns,1981,Owns
246,Owns,1982,Owns
246,Owns,1983,Owns
247,Owns,1984,Owns
247,Owns,1985,Owns
247,Owns,1986,Owns
247,Owns,1987,Owns
248,Owns,1988,Owns
248,Owns,1989,Owns
248,Owns,1990,Owns
248,Owns,1991,Owns
249,Owns,1992,Owns
249,Owns,1993,Owns
249,Owns,1994,Owns
249,Owns,1995,Owns
250,Owns,1996,Owns
250,Owns,1997,Owns
250,Owns,1998,Owns
250,Owns,1999,Owns
251,Owns,2000,Owns
251,Owns,2001,Owns
251,Owns,2002,Owns
251,Owns,2003,Owns
252,Owns,2004,Owns
252,Owns,2005,Owns
252,Owns,2006,Owns
252,Owns,2007,Owns
253,Owns,2008,Owns
253,Owns,2009,Owns
253,Owns,2010,Owns
253,Owns,2011,Owns
254,Owns,2012,Owns
254,Owns,2013,Owns
254,Owns,2014,Owns
254,Owns,2015,Owns
255,Owns,2016,Owns
255,Owns,2017,Owns
255,Owns,2018,Owns
255,Owns,2019,Owns
256,Owns,2020,Owns
256,Owns,2021,Owns
256,Owns,2022,Owns
256,Owns,2023,Owns
257,Owns,2024,Owns
257,Owns,2025,Owns
257,Owns,2026,Owns
257,Owns,2027,Owns
258,Owns,2028,Owns
258,Owns,2029,Owns
258,Owns,2030,Owns
258,Owns,2031,Owns
259,Owns,2032,Owns
259,Owns,2033,Owns
259,Owns,2034,Owns
259,Owns,2035,Owns
260,Owns,2036,Owns
260,Owns,2037,Owns
260,Owns,2038,Owns
260,Owns,2039,Owns
261,Owns,2040,Owns
261,Owns,2041,Owns
261,Owns,2042,Owns
261,Owns,2043,Owns
262,Owns,2044,Owns
262,Owns,2045,Owns
262,Owns,2046,Owns
262,Owns,2047,Owns
263,Owns,2048,Owns
263,Owns,2049,Owns
263,Owns,2050,Owns
263,Owns,2051,Owns
264,Owns,2052,Owns
264,Owns,2053,Owns
264,Owns,2054,Owns
264,Owns,2055,Owns
265,Owns,2056,Owns
265,Owns,2057,Owns
265,Owns,2058,Owns
265,Owns,2059,Owns
266,Owns,2060,Owns
266,Owns,2061,Owns
266,Owns,2062,Owns
266,Owns,2063,Owns
267,Owns,2064,Owns
267,Owns,2065,Owns
267,Owns,2066,Owns
267,Owns,2067,Owns
268,Owns,2068,Owns
268,Owns,2069,Owns
268,Owns,2070,Owns
268,Owns,2071,Owns
269,Owns,2072,Owns
